row_id,population,renter_occupied_households,pct_renter_occupied,evictions,rent_burden,pct_white,pct_af_am,pct_hispanic,pct_am_ind,pct_asian,pct_nh_pi,pct_multiple,pct_other,poverty_rate,pct_civilian_labor,pct_unemployment,pct_adult_obesity,pct_adult_smoking,pct_diabetes,pct_low_birthweight,pct_excessive_drinking,pct_physical_inactivity,pct_female,pct_below_18_years_of_age,pct_aged_65_years_and_older,pct_adults_less_than_a_high_school_diploma,pct_adults_with_high_school_diploma,pct_adults_with_some_college,pct_adults_bachelors_or_higher,gross_rent
418,19277,1746,22.131,14,25.121,0.926530327,0.008663453,0.0445549,0.002904452,0.003712908,0.000399237,0.009541775,0.003692946,9.307,0.474,0.055,0.292,0.206,0.101,0.08,0,0.279,0.505,0.239,0.159,0.102794411,0.503992016,0.265469062,0.127744511,587
419,8179,1002,32.804,3,27.596,0.931542306,0.01681939,0.02681582,0.005027966,0.006902297,0.001586735,0.011305486,0,13.554,0.537,0.038,0.308,0.189,0.085,0.079,0,0.281,0.5,0.22,0.183,0.129258517,0.382765531,0.28757515,0.200400802,462
420,6308,461,14.908,-1,18.569,0.939820768,0.038727235,0.003807929,0.011174577,0,0,0.006469492,0,5.695,0.522,0.05,0.323,0.254,0.117,0.079,0,0.333,0.506,0.212,0.198,0.127895267,0.402819738,0.29305136,0.176233635,634
421,26401,2636,21.452,68,35.886,0.93948619,0.017271001,0.020656881,0,0.000200942,0,0.021772111,0.000612874,15.682,0.433,0.073,0.305,0.29,0.118,0.07,0,0.356,0.509,0.221,0.185,0.18762475,0.456087824,0.236526946,0.119760479,605
422,1395,164,24.978,-1,15.679,0.953860808,0.007054831,0.004921514,0,0.002093628,0,0.027117938,0.004951281,5.99,0.628,0.026,0.3,0.115,0.104,0,0.146,0.331,0.492,0.194,0.205,0.076540755,0.416500994,0.327037773,0.179920477,592
423,25034,2836,27.283,32,29.524,0.894146974,0.04921246,0.018494879,0.004643823,0.005186607,0.000904641,0.027310101,0.000100516,14.494,0.419,0.07,0.343,0.269,0.109,0.07,0.172,0.32,0.474,0.225,0.146,0.142142142,0.391391391,0.329329329,0.137137137,659
424,2725,269,21.617,0,20.837,0.900433202,0.004003386,0.060658268,0.024319076,0.002200866,0,0.008385201,0,5.621,0.592,0.026,0.318,0.133,0.087,0.089,0.152,0.331,0.491,0.265,0.201,0.120758483,0.372255489,0.327345309,0.179640719,618
425,37256,6477,39.155,74,30.982,0.864159059,0.007387421,0.080694139,0.003195906,0.009448333,0.001991219,0.033123923,0,11.624,0.484,0.066,0.259,0.182,0.098,0.06,0.153,0.199,0.5,0.201,0.18,0.089641434,0.262948207,0.411354582,0.236055777,846
426,2878,331,27.469,0,30.479,0.966044619,0.001413137,0.02659905,0.002816252,0.001413137,0,0.001713805,0,16.119,0.466,0.034,0.335,0.21,0.096,0,0.132,0.288,0.502,0.212,0.232,0.066666667,0.375124378,0.407960199,0.150248756,632
427,10487,792,16.418,0,23.315,0.910083615,0.005146327,0.053553653,0.012383038,0.003921959,0,0.014911408,0,9.854,0.487,0.046,0.295,0,0.121,0.07,0,0.331,0.51,0.219,0.192,0.111553785,0.396414343,0.334661355,0.157370518,629
428,17421,1829,26.01,0,30.927,0.8598376,0.104578632,0.024109655,0.002733362,0.003294052,0,0.005446699,0,15.941,0.47,0.067,0.357,0.209,0.123,0.069,0,0.29,0.519,0.222,0.157,0.174129353,0.386069652,0.282587065,0.15721393,655
429,45573,3746,25.821,27,24.141,0.746646974,0.002893981,0.17537522,0.049546942,0.0071152,0.00039917,0.017124381,0.000898132,10.577,0.485,0.045,0.334,0.163,0.124,0.08,0.103,0.229,0.497,0.324,0.121,0.147590361,0.296184739,0.380522088,0.175702811,645
430,65184,10167,32.771,130,27.232,0.83671708,0.108196261,0.022811437,0.002699638,0.009072388,0.000702508,0.018596389,0.001204299,13.8,0.45,0.07,0.304,0.228,0.103,0.089,0.115,0.291,0.518,0.219,0.172,0.122244489,0.315631263,0.333667335,0.228456914,604
431,10553,1302,31.454,9,25.868,0.945623115,0,0.033806483,0.001826014,0.000302654,0,0.018441734,0,15.099,0.497,0.042,0.321,0.24,0.1,0.07,0.115,0.273,0.509,0.23,0.204,0.115768463,0.379241517,0.355289421,0.149700599,609
432,45343,4979,23.259,113,27.638,0.924861569,0.05174779,0.010233406,0.002973896,0.001011325,0,0.008070572,0.001101443,14.974,0.371,0.083,0.337,0.264,0.129,0.11,0.146,0.373,0.5,0.206,0.178,0.198396794,0.441883768,0.234468938,0.125250501,585
433,510930,64730,32.613,2244,33.225,0.5871281,0.179731053,0.15293624,0.001188882,0.055997362,0.000199812,0.019911283,0.002907267,10.334,0.5,0.077,0.275,0.192,0.093,0.091,0.171,0.276,0.515,0.237,0.136,0.119760479,0.311377246,0.264471058,0.304391218,978
434,118245,13368,34.8,56,28.822,0.842511943,0.006773466,0.102118446,0.004538818,0.022167708,0.002761032,0.015245265,0.003883322,10.843,0.503,0.032,0.236,0.046,0.06,0.06,0.063,0.166,0.508,0.309,0.081,0.07444668,0.218309859,0.345070423,0.362173038,686
435,21134,2479,28.822,0,31.497,0.915205296,0.037849748,0.02452889,0.00121739,0.004758886,0,0.01643979,0,14.522,0.461,0.062,0.329,0.235,0.116,0.08,0,0.299,0.516,0.23,0.171,0.155310621,0.385771543,0.269539078,0.189378758,580
436,14828,1389,25.12,15,32.973,0.965062617,0.004394702,0.012933839,0.003924199,0.002903106,0,0.010781536,0,11.004,0.513,0.053,0.305,0.266,0.108,0.08,0.147,0.363,0.51,0.208,0.211,0.152238806,0.433830846,0.263681592,0.150248756,580
437,445,65,40.759,-1,32.797,0.988818161,0,0,0,0,0,0.006683284,0.004498555,0.913,0.492,0.054,0.291,0,0.098,0,0.282,0.288,0.506,0.289,0.203,0.034,0.242,0.398,0.326,683
438,39391,6616,42.144,0,39.88,0.533477148,0.404679341,0.02098748,0.010130844,0.005665208,0,0.019525816,0.005534163,22.577,0.415,0.082,0.389,0.269,0.122,0.121,0.119,0.335,0.527,0.235,0.145,0.172864322,0.337688442,0.286432161,0.203015075,614
439,19008,1654,22.593,44,25.18,0.894224464,0.026380832,0.057361917,0.004499369,0.00764691,0,0.009886507,0,5.845,0.508,0.048,0.31,0,0.088,0.06,0.265,0.254,0.525,0.234,0.152,0.079522863,0.351888668,0.363817097,0.204771372,571
440,75550,9117,27.685,513,30.124,0.885957661,0.049475806,0.028790323,0.002832661,0.010423387,0,0.022016129,0.000504032,10.725,0.512,0.051,0.297,0.278,0.097,0.091,0.144,0.276,0.516,0.23,0.138,0.107892108,0.318681319,0.313686314,0.25974026,723
441,32957,3753,27.067,18,22.068,0.816356085,0.002835966,0.159719219,0.000905096,0.006174764,0,0.01320434,0.00080453,6.428,0.524,0.03,0.301,0.147,0.078,0.06,0.225,0.238,0.495,0.266,0.148,0.119402985,0.309452736,0.370149254,0.200995025,658
442,13935,1459,22.263,6,29.332,0.61061452,0.349885645,0.016928501,0.003165979,0.002097336,0.001597971,0.015710048,0,16.309,0.416,0.079,0.317,0.292,0.134,0.101,0,0.286,0.515,0.197,0.203,0.184368737,0.359719439,0.323647295,0.132264529,600
443,15485,1638,29.943,-1,30.257,0.917973827,0.034837449,0.032359134,0.002730176,0,0,0.012099415,0,14.955,0.494,0.058,0.351,0.287,0.129,0.079,0,0.341,0.502,0.242,0.152,0.187,0.448,0.253,0.112,700
444,773504,151084,45.763,1695,32.538,0.711724179,0.052919763,0.112057122,0.006017028,0.067811908,0.006117312,0.041056189,0.002296499,11.934,0.541,0.059,0.223,0.135,0.074,0.071,0.193,0.15,0.508,0.201,0.112,0.097097097,0.184184184,0.303303303,0.415415415,964
445,6271,886,30.286,3,29.608,0.568813946,0.003660476,0.389620651,0.00638083,0.011211457,0,0.020312641,0,16.948,0.487,0.086,0.232,0.152,0.055,0.11,0,0.2,0.495,0.226,0.162,0.213,0.247,0.27,0.27,663
446,5211,530,19.816,0,30.93,0.730538862,0.22115519,0.034489987,0.000588975,0.002106335,0,0.01112065,0,15.212,0.453,0.067,0.341,0.351,0.12,0.111,0,0.366,0.491,0.186,0.187,0.193,0.491,0.212,0.104,634
447,13728,1468,30.046,-1,24.105,0.413758634,0.044212757,0.531972531,0.003028819,0.001489419,0,0.00553784,0,19.204,0.445,0.058,0.297,0,0.099,0.1,0,0.269,0.503,0.289,0.162,0.260956175,0.304780876,0.269920319,0.164342629,622
448,18612,1808,20.649,0,22.873,0.967818459,0.005753914,0.013133057,0.001221445,0.003623956,0.000100946,0.008348223,0,7.441,0.478,0.066,0.283,0.273,0.101,0.06,0,0.315,0.503,0.213,0.21,0.081407035,0.373869347,0.342713568,0.20201005,565
449,196891,30191,42.67,2486,32.05,0.653696537,0.229902299,0.05398054,0.003780038,0.0299903,0.000100001,0.024830248,0.003720037,17.229,0.426,0.067,0.344,0.269,0.122,0.099,0.153,0.315,0.501,0.242,0.123,0.145290581,0.289579158,0.350701403,0.214428858,837
450,37730,4060,28.626,40,30.854,0.606640984,0.33400535,0.012355783,0.031837598,0.001307437,0,0.013054413,0.000798435,20.237,0.377,0.08,0.372,0.211,0.132,0.111,0.077,0.387,0.485,0.226,0.158,0.202607823,0.421263791,0.251755266,0.124373119,560
451,4491,422,24.711,2,20.905,0.899253321,0.00376838,0.040352648,0.004887898,0.00199914,0,0.049738612,0,8.814,0.625,0.026,0.345,0,0.123,0.08,0,0.331,0.505,0.23,0.21,0.08935743,0.360441767,0.313253012,0.236947791,606
452,51455,5709,34.059,270,32.467,0.409084089,0.328535563,0.123168329,0.077947928,0.013113016,0.00100023,0.045060364,0.002090481,16.824,0.374,0.084,0.33,0.203,0.111,0.091,0.11,0.301,0.514,0.302,0.078,0.150849151,0.276723277,0.378621379,0.193806194,832
453,1137,134,21.166,0,37.292,0.640782341,0.009679068,0.095397934,0.193861908,0.012434496,0.014218009,0.033626244,0,8.479,0.466,0.082,0.242,0,0.097,0,0,0.181,0.481,0.203,0.174,0.105894106,0.308691309,0.313686314,0.271728272,913
454,7727,671,25.716,6,19.832,0.85929773,0.003604695,0.088766857,0.023822764,0,0,0.024507954,0,10.539,0.565,0.026,0.317,0.145,0.124,0.08,0,0.324,0.509,0.243,0.19,0.126873127,0.415584416,0.290709291,0.166833167,570
455,309930,19913,19.534,0,29.632,0.8259145,0.012570616,0.120567731,0.000200329,0.026162907,0.000100164,0.01337193,0.001111823,5.541,0.536,0.066,0.268,0.212,0.072,0.071,0.208,0.224,0.503,0.262,0.109,0.076769691,0.264207378,0.335992024,0.323030907,1074
456,7202,769,21.833,0,22.058,0.927284227,0.00238939,0.032266809,0.023873824,0.000803156,0,0.013382594,0,4.364,0.512,0.056,0.329,0.175,0.102,0.079,0.235,0.344,0.492,0.213,0.21,0.103103103,0.383383383,0.321321321,0.192192192,515
457,5135,530,25.45,0,23.474,0.952043466,0.002305603,0.024409315,0.002516114,0.00579408,0.000200487,0.012329962,0.000400974,11.031,0.549,0.036,0.303,0.217,0.117,0.07,0,0.271,0.51,0.233,0.201,0.080838323,0.368263473,0.330339321,0.220558882,525
458,4189,448,21.698,0,19.888,0.977662218,0,0.006906946,0.002385491,0,0,0.013045344,0,2.549,0.529,0.044,0.288,0.153,0.1,0,0.237,0.312,0.505,0.186,0.275,0.163672655,0.339321357,0.301397206,0.195608782,443
459,14775,1467,20.775,6,26.925,0.964899043,0.013008179,0.010704333,0.002434632,0.001398404,0.000201209,0.007354199,0,8.595,0.497,0.07,0.309,0,0.107,0.069,0.243,0.269,0.497,0.22,0.185,0.149298597,0.511022044,0.208416834,0.131262525,644
460,23605,3398,31.588,117,28.419,0.518313433,0.435797274,0.035831504,0.003644564,0.001610857,0.000302036,0.004500332,0,16.488,0.421,0.078,0.342,0.118,0.151,0.129,0,0.304,0.538,0.214,0.192,0.174129353,0.374129353,0.314427861,0.137313433,596
461,42479,7350,42.057,0,37.16,0.846084178,0.009315565,0.085034386,0.007912259,0.02249271,0.000497626,0.027966599,0.000696677,12.115,0.471,0.069,0.273,0.153,0.065,0.05,0.172,0.172,0.491,0.177,0.139,0.092184369,0.260521042,0.313627255,0.333667335,798
462,15654,1690,30.978,52,25.942,0.386350936,0.121362711,0.349050014,0.002315092,0.095776953,0,0.039875464,0.00526883,6.035,0.513,0.048,0.303,0,0.083,0.071,0,0.248,0.493,0.285,0.064,0.176646707,0.260479042,0.280439122,0.28243513,1470
463,29251,2699,22.148,26,26.043,0.881462686,0.087024983,0.016518399,0.001815319,0.004784017,0.000401175,0.007993421,0,10.659,0.412,0.087,0.251,0.196,0.094,0.07,0.159,0.233,0.481,0.205,0.177,0.145436309,0.415245737,0.309929789,0.129388164,595
464,266541,33714,31.609,802,29.971,0.744885548,0.127392726,0.079448477,0.00260209,0.019610384,0.000687909,0.024575291,0.000797575,13.316,0.483,0.066,0.289,0.207,0.094,0.081,0.19,0.261,0.512,0.244,0.139,0.120603015,0.311557789,0.289447236,0.27839196,719
465,33342,3340,22.517,-1,26.172,0.942366427,0.016272659,0.014864543,0.000981714,0.002498909,0,0.022619095,0.000396652,8.039,0.543,0.045,0.291,0.259,0.103,0.071,0.101,0.308,0.5,0.236,0.159,0.101405622,0.40060241,0.347389558,0.15060241,658
466,907,130,37.277,0,12.925,0.58141244,0,0.414227687,0,0,0,0.004359873,0,14.971,0.506,0.047,0.291,0,0.093,0,0,0.224,0.446,0.284,0.156,0.270080321,0.341365462,0.237951807,0.15060241,528
467,512003,46926,24.67,658,29.52,0.807947487,0.057788919,0.070725986,0.000604065,0.044942463,0.000201355,0.016782949,0.001006776,4.369,0.533,0.041,0.221,0.128,0.083,0.07,0.187,0.17,0.509,0.241,0.137,0.071641791,0.232835821,0.202985075,0.492537313,1197
468,65844,8409,35.477,114,28.419,0.509117221,0.035181396,0.364020161,0.061340386,0.011118319,0.000199611,0.017825241,0.001197665,17.993,0.38,0.062,0.245,0.239,0.098,0.091,0.144,0.227,0.488,0.249,0.154,0.170682731,0.294176707,0.369477912,0.165662651,791
469,39323,4177,29.491,0,31.233,0.63790834,0.086005744,0.251056998,0.007040006,0.009582785,0,0.008406127,0,21.461,0.456,0.075,0.319,0.199,0.103,0.091,0.123,0.308,0.461,0.24,0.169,0.296296296,0.369369369,0.227227227,0.107107107,694
470,23376,2054,19.531,11,33.919,0.895103493,0.010725204,0.060863028,0.00301709,0.009061294,0,0.01942565,0.00180424,4.777,0.495,0.059,0.177,0.226,0.068,0.151,0.114,0.186,0.486,0.193,0.151,0.069860279,0.24750499,0.366267465,0.316367265,985
471,78847,9494,28.647,76,27.489,0.906787157,0.040720934,0.027090328,0.002613538,0.00432239,0,0.017359924,0.001105728,8.002,0.484,0.06,0.25,0.276,0.098,0.07,0.222,0.232,0.493,0.21,0.162,0.121878122,0.343656344,0.321678322,0.212787213,673
472,60453,5318,23.988,3,29.29,0.924650857,0.012423905,0.025434687,0.002297776,0.022191939,0,0.012205069,0.000795767,3.638,0.516,0.044,0.277,0.17,0.084,0.06,0.188,0.287,0.508,0.27,0.122,0.067201605,0.268806419,0.238716148,0.425275827,796
473,35013,4293,38.796,40,25.273,0.417309383,0.023207721,0.528692455,0.003756394,0.013167359,0.000199808,0.013367168,0.000299712,14.669,0.524,0.038,0.344,0.171,0.097,0.07,0.146,0.285,0.481,0.314,0.098,0.305305305,0.23023023,0.284284284,0.18018018,661
474,40078,3484,21.308,2,26.317,0.809544839,0.08640538,0.075585888,0.005710845,0.005459929,0,0.01729312,0,9.531,0.462,0.051,0.313,0.467,0.131,0.08,0,0.351,0.504,0.244,0.164,0.172517553,0.323971916,0.357071214,0.146439318,735
475,33986,3211,20.502,49,30.083,0.964028488,0.00109339,0.009439262,0.004794864,0.011676196,0,0.008867489,0.000100311,7.803,0.505,0.06,0.233,0.171,0.091,0.07,0.166,0.215,0.507,0.178,0.236,0.071713147,0.322709163,0.293824701,0.311752988,772
476,95059,10656,27.519,196,30.089,0.919855676,0.019391056,0.021678878,0.000806281,0.013333871,0.003124339,0.021709114,0.000100785,7.791,0.574,0.042,0.269,0.1,0.09,0.06,0.305,0.214,0.504,0.234,0.157,0.07992008,0.353646354,0.281718282,0.284715285,696
477,248865,38354,36.649,843,30.537,0.837085588,0.062521956,0.064117877,0.003774002,0.010679621,0.000200745,0.020817232,0.000802979,11.017,0.512,0.047,0.236,0.2,0.094,0.08,0.136,0.21,0.524,0.2,0.169,0.102204409,0.245490982,0.291583166,0.360721443,829
478,937809,151015,35.047,4701,32.424,0.755925823,0.101197116,0.086228189,0.002489841,0.031312246,0.000697156,0.020167716,0.001981914,9.745,0.508,0.058,0.238,0.199,0.11,0.09,0.174,0.2,0.524,0.172,0.22,0.100099108,0.294350842,0.317145689,0.288404361,952
479,35764,4108,32.551,113,24.939,0.511219151,0.05245941,0.402608965,0.006562428,0.009223413,0.003831418,0.013795104,0.000300111,12.905,0.374,0.044,0.324,0,0.105,0.1,0,0.314,0.433,0.224,0.128,0.222,0.311,0.34,0.127,779
480,27031,4213,38.366,0,30.942,0.611374885,0.255531698,0.114333525,0.000403222,0.009233778,0,0.008820476,0.000302416,18.634,0.45,0.099,0.336,0.174,0.136,0.11,0.123,0.312,0.531,0.278,0.144,0.207622869,0.391173521,0.242728185,0.158475426,572
481,2566,336,30.712,0,23.033,0.793518807,0.000402184,0.015343314,0.064379581,0.030344772,0,0.096011342,0,1.33,0.436,0.107,0.298,0.142,0.082,0,0.161,0.226,0.488,0.19,0.152,0.046046046,0.277277277,0.323323323,0.353353353,868
482,4060,477,34.02,4,23.869,0.690243465,0.020185934,0.254573687,0.007823542,0,0,0.027173372,0,22.804,0.443,0.058,0.28,0,0.1,0,0,0.271,0.494,0.284,0.108,0.284294235,0.362823062,0.271371769,0.081510934,612
483,207627,18978,22.449,953,29.387,0.748492111,0.123237468,0.092520471,0.003425205,0.011184342,9.99E-05,0.018444178,0.002596365,8.802,0.452,0.058,0.299,0.199,0.115,0.08,0.179,0.26,0.513,0.201,0.223,0.145,0.353,0.269,0.233,974
484,30542,2857,19.395,79,34.369,0.951423853,0.003613433,0.018507582,0.004734498,0.002392273,0,0.019128172,0.00020019,20.222,0.387,0.1,0.293,0.263,0.123,0.08,0.143,0.286,0.502,0.206,0.208,0.157314629,0.392785571,0.333667335,0.116232465,596
485,69893,8226,26.011,108,26.565,0.931899356,0.038080891,0.008250693,0.001795798,0.003681386,9.98E-05,0.015693278,0.000498833,9.658,0.457,0.067,0.31,0.216,0.122,0.08,0.229,0.341,0.492,0.191,0.183,0.104312939,0.436308927,0.307923771,0.151454363,552
486,39915,3705,23.244,2,30.891,0.802345075,0.090271509,0.079617487,0.00375966,0.004910373,9.92E-05,0.018996697,0,16.716,0.415,0.068,0.338,0.199,0.13,0.08,0.11,0.336,0.504,0.203,0.214,0.185185185,0.405405405,0.3003003,0.109109109,671
487,3784,331,27.435,-1,21.068,0.847330624,0.001106373,0.066070566,0.017792485,0.000301738,0.001317589,0.066080624,0,10.108,0.475,0.028,0.321,0,0.125,0,0,0.384,0.505,0.251,0.181,0.093906094,0.396603397,0.307692308,0.201798202,515
488,102720,10035,26.23,447,26.878,0.954265911,0.010296681,0.015855686,0.001712775,0.005028146,0,0.012540315,0.000300487,8.916,0.509,0.064,0.342,0.27,0.102,0.069,0.142,0.277,0.505,0.241,0.146,0.134328358,0.343283582,0.336318408,0.186069652,696
489,926477,90485,26.468,2056,28.728,0.685254562,0.046292297,0.139590008,0.000612677,0.107178369,0.000301317,0.019173789,0.001596979,5.183,0.549,0.058,0.248,0.123,0.076,0.07,0.202,0.193,0.509,0.242,0.126,0.076305221,0.189759036,0.267068273,0.46686747,1143
490,61939,6548,25.251,258,30.309,0.634200558,0.255911085,0.078369219,0.004196571,0.004326156,0,0.021122408,0.001874003,12.202,0.447,0.065,0.331,0.268,0.107,0.089,0.166,0.288,0.505,0.239,0.14,0.171656687,0.31237525,0.324351297,0.191616766,729
491,125811,12421,26.842,0,26.586,0.887568914,0.029604041,0.039314729,0.001496269,0.02374951,0,0.016559384,0.001707153,6.654,0.515,0.052,0.298,0.178,0.103,0.08,0.175,0.255,0.504,0.278,0.105,0.079079079,0.281281281,0.334334334,0.305305305,905
492,5893,635,29.147,1,33.728,0.557428183,0.092770539,0.313447703,0.024369875,0.007566534,0,0.002223676,0.00219349,20.531,0.287,0.053,0.241,0.268,0.064,0.139,0,0.227,0.343,0.168,0.158,0.237237237,0.444444444,0.248248248,0.07007007,713
493,12262,1124,24.117,0,29.26,0.958998748,0.001211514,0.011554443,0.004215269,0.014998748,0,0.009021277,0,14.067,0.39,0.058,0.314,0.291,0.121,0.09,0,0.367,0.506,0.204,0.24,0.144723618,0.429145729,0.31959799,0.106532663,508
494,9496,994,24.919,-1,31.754,0.68167869,0.2850823,0.010003587,0,0.000896736,0,0.022338687,0,19.659,0.342,0.095,0.312,0,0.124,0.149,0,0.269,0.483,0.226,0.163,0.149253731,0.44278607,0.301492537,0.106467662,571
495,56809,5270,30.271,1,26.294,0.031576738,0.000899622,0.951660303,0.009206133,0.00485796,0.000299874,0.00149937,0,23.765,0.408,0.109,0.303,0.124,0.09,0.08,0.096,0.296,0.511,0.327,0.108,0.41,0.223,0.259,0.108,589
496,111668,12014,29.382,631,30.549,0.804709817,0.107931642,0.05887271,0.002179733,0.004956654,9.95E-05,0.020642773,0.00060714,13.788,0.436,0.076,0.317,0.265,0.103,0.099,0.192,0.269,0.488,0.222,0.15,0.134207871,0.392532795,0.301715439,0.171543895,702
497,8779,928,25.127,0,24.589,0.626674292,0.334005558,0.028885611,0,0.005538332,0,0.004896206,0,17.557,0.364,0.095,0.323,0.17,0.148,0.099,0,0.314,0.522,0.226,0.204,0.176529589,0.40220662,0.270812437,0.150451354,666
498,18587,2832,36.446,27,33.62,0.551482224,0.003215434,0.411242932,0.007287645,0.009464867,0.010210767,0.004455241,0.002640889,17.65,0.436,0.076,0.253,0.204,0.074,0.101,0.156,0.211,0.509,0.242,0.184,0.150849151,0.286713287,0.405594406,0.156843157,655
499,34130,3395,22.571,104,26.354,0.943218488,0.002525404,0.03208867,0.000501072,0.004269136,0.000300643,0.016294871,0.000801716,7.414,0.579,0.048,0.328,0.217,0.128,0.081,0.203,0.274,0.494,0.218,0.164,0.10330993,0.380140421,0.315947844,0.200601805,674
500,8573,955,26.3,1,21.16,0.866991103,0.00060454,0.02502796,0.088565124,0.005027758,0.001299761,0.012483753,0,9.039,0.557,0.031,0.276,0.135,0.089,0.06,0.205,0.333,0.506,0.239,0.232,0.090180361,0.370741483,0.349699399,0.189378758,501
501,66847,5817,20.697,82,27.337,0.811789822,0.074122846,0.069663504,0.001107353,0.012091102,0.000299285,0.028551761,0.002374325,3.866,0.529,0.046,0.279,0.166,0.104,0.06,0.164,0.201,0.502,0.245,0.138,0.088353414,0.287148594,0.291164659,0.333333333,1169
502,10060,1120,32.061,0,21.639,0.366044395,0.016903611,0.614234726,0.002416234,0,0.000401035,0,0,16.072,0.514,0.03,0.316,0,0.09,0.08,0,0.268,0.491,0.305,0.122,0.323705179,0.302788845,0.219123506,0.15438247,625
503,408195,37740,25.45,495,28.47,0.808672833,0.051107053,0.063729159,0.002404686,0.045230042,9.98E-05,0.027070175,0.001686273,5.173,0.557,0.038,0.254,0.151,0.064,0.06,0.199,0.172,0.506,0.256,0.112,0.052527255,0.2160555,0.329038652,0.402378593,971
504,9920,1003,25.41,0,29.17,0.789084871,0.17387846,0.026527203,0.002883392,0.001382039,0,0.006244034,0,15.927,0.411,0.078,0.412,0.289,0.133,0.131,0,0.362,0.489,0.231,0.156,0.251755266,0.425275827,0.219658977,0.10330993,513
505,22918,1784,19.989,16,28.93,0.949615892,0.003130877,0.033769455,0.001400392,0.004181171,0.00100028,0.006901933,0,6.211,0.558,0.046,0.297,0.213,0.113,0.06,0.228,0.241,0.487,0.249,0.173,0.083832335,0.384231537,0.342315369,0.189620758,686
506,18296,1739,30.242,109,32.663,0.598443274,0.358963257,0.013170746,0.001309019,0.001017007,0,0.024065813,0.003030883,12.455,0.497,0.049,0.317,0.203,0.141,0.11,0.256,0.302,0.482,0.202,0.165,0.194223108,0.349601594,0.307768924,0.148406375,729
507,37930,5217,33.845,184,28.293,0.932595314,0.029229547,0.017424543,0.000794281,0.005798253,0.001380064,0.011973789,0.00080421,11.034,0.5,0.052,0.329,0.302,0.102,0.089,0.135,0.34,0.492,0.214,0.162,0.119641077,0.379860419,0.347956132,0.152542373,623
508,38107,3747,23.079,215,29.461,0.879139785,0.040170043,0.039109777,0.001890473,0.010362591,0.000100025,0.029227307,0,7.343,0.507,0.057,0.261,0.244,0.114,0.07,0.135,0.221,0.497,0.233,0.138,0.144710579,0.368263473,0.281437126,0.205588822,915
509,11041,1079,25.813,10,23.725,0.754010216,0.005954337,0.221365913,0.001483606,0.011530304,0,0.005655624,0,6.04,0.565,0.049,0.308,0,0.094,0.05,0.258,0.245,0.504,0.248,0.189,0.147852148,0.397602398,0.297702298,0.156843157,566
510,154193,18377,29.186,0,30.936,0.752841881,0.148351206,0.050228356,0.003138644,0.018399292,0.00040239,0.02544112,0.001197111,13.021,0.467,0.068,0.364,0.2,0.111,0.08,0.165,0.295,0.508,0.231,0.169,0.114228457,0.306613226,0.317635271,0.261523046,674
511,196226,22444,27.827,1770,32.432,0.701238575,0.179483861,0.081054979,0.002001235,0.011539457,0.000398256,0.023686254,0.000597383,13.529,0.46,0.076,0.396,0.193,0.116,0.101,0.207,0.281,0.515,0.225,0.163,0.120240481,0.339679359,0.338677355,0.201402806,705
512,55029,4576,20.209,122,25.282,0.872403767,0.057427236,0.051899852,0.002967123,0.006291493,0.00019847,0.008712824,9.92E-05,9.65,0.452,0.063,0.315,0.257,0.114,0.08,0,0.331,0.509,0.253,0.143,0.137587238,0.380857428,0.327018943,0.154536391,814
513,165772,24875,35.005,236,32.472,0.877726132,0.00442634,0.077939886,0.005343873,0.011887597,0.001008278,0.021466238,0.000201656,10.539,0.476,0.078,0.21,0.124,0.081,0.06,0.168,0.155,0.51,0.224,0.168,0.063808574,0.226321037,0.381854437,0.328015952,939
514,18244,2230,25.517,40,35.522,0.940097775,0.00758256,0.042811533,0.0006086,0.002773621,0,0.005726828,0.000399082,18.115,0.399,0.091,0.315,0.232,0.12,0.08,0,0.392,0.509,0.199,0.204,0.205179283,0.417330677,0.252988048,0.124501992,602
515,30403,3369,28.804,48,32.087,0.822870267,0.009574849,0.145064429,0.004871938,0.0056077,0,0.011414254,0.000596564,11.721,0.455,0.071,0.214,0.237,0.076,0.1,0.16,0.207,0.493,0.214,0.219,0.110663984,0.376257545,0.3138833,0.199195171,829
516,988,140,29.426,0,24.096,0.98687237,0,0.01312763,0,0,0,0,0,12.076,0.49,0.031,0.282,0,0.094,0,0,0.354,0.481,0.196,0.24,0.145708583,0.376247505,0.279441118,0.198602794,665
517,540161,83364,38.055,3116,29.292,0.708709101,0.112238134,0.117751622,0.004348525,0.031393737,0.000301283,0.023148613,0.002108984,10.464,0.524,0.036,0.282,0.195,0.084,0.08,0.206,0.246,0.51,0.263,0.11,0.104,0.221,0.305,0.37,812
518,2696,272,21.425,0,27.815,0.915318476,0.007922828,0.037940871,0.017135888,0.004092453,0,0.017589485,0,13.287,0.481,0.051,0.341,0.159,0.133,0.1,0,0.269,0.514,0.199,0.267,0.109109109,0.35035035,0.365365365,0.175175175,532
519,4854,460,18.364,0,24.297,0.833333333,0.00250498,0.16123418,0,0.000402406,0,0.0025251,0,11.114,0.418,0.043,0.307,0,0.12,0,0,0.269,0.509,0.225,0.246,0.170974155,0.268389662,0.339960239,0.220675944,520
